type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2026-02-22 04:21:59,34.89450712,137.17466794,3.79,64.094,,13.300,180,29,48,,
T,2026-02-22 04:22:00,34.89438944,137.17467037,3.79,64.103,,13.060,179,29,48,,
T,2026-02-22 04:22:01,34.89427289,137.17467461,3.79,64.056,,12.920,179,29,48,,
T,2026-02-22 04:22:02,34.89415489,137.17467784,3.79,64.229,,13.130,178,30,48,,
T,2026-02-22 04:22:03,34.89403500,137.17468051,3.79,64.180,,13.260,179,31,48,,
T,2026-02-22 04:22:04,34.89391219,137.17468203,3.79,64.237,,13.570,179,31,48,,
T,2026-02-22 04:22:05,34.89378749,137.17468303,3.79,64.026,,13.860,180,30,48,,
T,2026-02-22 04:22:06,34.89366541,137.17468413,3.79,64.089,,13.490,180,30,48,,
T,2026-02-22 04:22:07,34.89354562,137.17468552,3.79,64.012,,13.300,180,30,48,,
T,2026-02-22 04:22:08,34.89342506,137.17468784,3.79,64.242,,13.440,179,30,48,,
T,2026-02-22 04:22:09,34.89330444,137.17468919,3.79,64.159,,13.400,180,30,48,,
T,2026-02-22 04:22:10,34.89318598,137.17468874,3.79,64.088,,13.120,180,30,48,,
T,2026-02-22 04:22:11,34.89306810,137.17469102,3.79,63.926,,13.110,179,30,48,,
T,2026-02-22 04:22:12,34.89294721,137.17469188,3.79,63.782,,13.250,180,30,48,,
T,2026-02-22 04:22:13,34.89282905,137.17469289,3.79,63.584,,13.130,180,30,48,,
T,2026-02-22 04:22:14,34.89271126,137.17469230,3.79,63.703,,13.160,180,30,48,,
T,2026-02-22 04:22:15,34.89258983,137.17469168,3.79,63.846,,13.080,181,30,48,,
T,2026-02-22 04:22:16,34.89247130,137.17468457,3.79,63.710,,13.190,184,30,48,,
T,2026-02-22 04:22:17,34.89235353,137.17467507,3.79,63.703,,13.010,185,30,48,,
T,2026-02-22 04:22:18,34.89223499,137.17466904,3.79,63.942,,13.370,182,30,48,,
T,2026-02-22 04:22:19,34.89211459,137.17466609,3.79,63.811,,13.260,181,30,48,,
T,2026-02-22 04:22:20,34.89199759,137.17466256,3.79,63.749,,13.030,181,30,48,,
T,2026-02-22 04:22:21,34.89188179,137.17465964,3.79,63.658,,12.940,181,30,48,,
T,2026-02-22 04:22:22,34.89176555,137.17465751,3.79,63.854,,12.680,181,31,48,,
T,2026-02-22 04:22:23,34.89165104,137.17465437,3.79,64.118,,12.250,180,31,48,,
T,2026-02-22 04:22:24,34.89153923,137.17465214,3.79,64.427,,11.990,179,31,48,,
T,2026-02-22 04:22:25,34.89143202,137.17465246,3.79,64.433,,11.600,179,31,48,,
T,2026-02-22 04:22:26,34.89132753,137.17465280,3.79,64.465,,11.330,180,31,48,,
T,2026-02-22 04:22:27,34.89122747,137.17465377,3.79,64.382,,10.890,180,31,48,,
T,2026-02-22 04:22:28,34.89112978,137.17465554,3.79,64.366,,10.700,179,31,48,,
T,2026-02-22 04:22:29,34.89103530,137.17465586,3.79,64.253,,10.330,179,31,48,,
T,2026-02-22 04:22:30,34.89094358,137.17465814,3.79,64.013,,9.880,179,31,48,,
T,2026-02-22 04:22:31,34.89085935,137.17466105,3.79,63.918,,9.080,179,31,48,,
T,2026-02-22 04:22:32,34.89079324,137.17466241,3.79,63.861,,6.540,180,31,48,,
T,2026-02-22 04:22:33,34.89074685,137.17466276,3.79,63.694,,4.030,179,31,48,,
T,2026-02-22 04:22:34,34.89071154,137.17466305,3.79,63.749,,2.810,179,31,48,,
T,2026-02-22 04:22:35,34.89068981,137.17466349,3.79,63.750,,1.770,180,31,48,,
T,2026-02-22 04:22:36,34.89067895,137.17466323,3.79,63.816,,0.810,178,31,48,,
T,2026-02-22 04:22:37,34.89067214,137.17466537,3.79,64.025,,0.750,179,31,48,,
T,2026-02-22 04:22:38,34.89067245,137.17466718,3.79,64.202,,0.200,179,31,48,,
T,2026-02-22 04:22:39,34.89067125,137.17466844,3.79,64.326,,0.000,,31,48,,
T,2026-02-22 04:22:40,34.89067090,137.17466931,3.79,64.444,,0.000,,31,48,,
T,2026-02-22 04:22:41,34.89066842,137.17466907,3.79,64.504,,0.000,,31,48,,
T,2026-02-22 04:22:42,34.89066722,137.17466861,3.79,64.532,,0.000,,31,48,,
T,2026-02-22 04:22:43,34.89066742,137.17466806,3.79,64.660,,0.000,,31,48,,
T,2026-02-22 04:22:44,34.89066697,137.17466795,3.79,64.718,,0.000,,30,48,,
T,2026-02-22 04:22:45,34.89066619,137.17466759,3.79,64.748,,0.000,,30,48,,
T,2026-02-22 04:22:46,34.89066588,137.17466811,3.79,64.857,,0.000,,30,48,,
T,2026-02-22 04:22:47,34.89066626,137.17466833,3.79,65.026,,0.000,,29,48,,
T,2026-02-22 04:22:48,34.89066658,137.17466891,3.79,65.125,,0.000,,28,48,,
T,2026-02-22 04:22:49,34.89066713,137.17466921,3.79,65.198,,0.000,,28,48,,
T,2026-02-22 04:22:50,34.89066727,137.17466944,3.79,65.227,,0.000,,28,48,,
T,2026-02-22 04:22:51,34.89066734,137.17466949,3.79,65.241,,0.000,,29,48,,
T,2026-02-22 04:22:52,34.89066734,137.17466951,3.79,65.243,,0.000,,29,48,,
T,2026-02-22 04:22:53,34.89066734,137.17466952,3.79,65.243,,0.000,,29,48,,
T,2026-02-22 04:22:54,34.89066734,137.17466954,3.79,65.243,,0.000,,29,48,,
T,2026-02-22 04:22:55,34.89066735,137.17466957,3.79,65.244,,0.000,,29,48,,
T,2026-02-22 04:22:56,34.89066736,137.17466960,3.79,65.244,,0.000,,29,48,,
T,2026-02-22 04:22:57,34.89066738,137.17466962,3.79,65.245,,0.000,,29,48,,
T,2026-02-22 04:22:58,34.89066739,137.17466963,3.79,65.245,,0.000,,29,48,,
T,2026-02-22 04:22:59,34.89066138,137.17467112,3.79,65.458,,0.870,178,28,48,,
T,2026-02-22 04:23:00,34.89063660,137.17467206,3.79,65.659,,3.370,179,28,48,,
T,2026-02-22 04:23:01,34.89061494,137.17467448,3.79,65.370,,2.850,178,29,48,,
T,2026-02-22 04:23:02,34.89059313,137.17467359,3.79,65.552,,2.350,178,30,48,,
T,2026-02-22 04:23:03,34.89056843,137.17467287,3.79,65.716,,2.800,180,30,48,,
T,2026-02-22 04:23:04,34.89053834,137.17467362,3.79,65.630,,3.780,178,31,48,,
T,2026-02-22 04:23:05,34.89050113,137.17467430,3.79,65.807,,4.490,179,31,48,,
T,2026-02-22 04:23:06,34.89045258,137.17467482,3.79,65.728,,5.670,180,31,48,,
T,2026-02-22 04:23:07,34.89039692,137.17467537,3.79,66.038,,6.490,180,31,48,,
T,2026-02-22 04:23:08,34.89033592,137.17467605,3.79,65.935,,7.280,180,31,48,,
T,2026-02-22 04:23:09,34.89026789,137.17467734,3.79,65.669,,8.000,179,31,48,,
T,2026-02-22 04:23:10,34.89019274,137.17467685,3.79,65.582,,8.500,180,31,48,,
T,2026-02-22 04:23:11,34.89011338,137.17467889,3.79,65.399,,9.060,179,31,48,,
T,2026-02-22 04:23:12,34.89003212,137.17468118,3.79,65.256,,9.300,179,31,48,,
T,2026-02-22 04:23:13,34.88994993,137.17468412,3.79,64.976,,9.210,179,31,48,,
T,2026-02-22 04:23:14,34.88986709,137.17468532,3.79,64.975,,9.300,179,30,48,,
T,2026-02-22 04:23:15,34.88978040,137.17468799,3.79,65.079,,9.870,179,30,48,,
T,2026-02-22 04:23:16,34.88968906,137.17468757,3.79,64.870,,10.380,181,30,48,,
T,2026-02-22 04:23:17,34.88959142,137.17468609,3.79,64.871,,11.190,182,30,48,,
T,2026-02-22 04:23:18,34.88948926,137.17468053,3.79,65.369,,11.900,182,31,48,,
T,2026-02-22 04:23:19,34.88937786,137.17467827,3.79,65.383,,12.410,181,31,48,,
T,2026-02-22 04:23:20,34.88926318,137.17467549,3.79,65.433,,12.970,181,31,48,,
T,2026-02-22 04:23:21,34.88914456,137.17467583,3.79,65.401,,13.460,180,31,48,,
T,2026-02-22 04:23:22,34.88902030,137.17467546,3.79,65.492,,13.700,179,31,48,,
T,2026-02-22 04:23:23,34.88889505,137.17467539,3.79,65.451,,14.030,180,31,48,,
T,2026-02-22 04:23:24,34.88876706,137.17467336,3.79,65.609,,14.370,180,31,48,,
T,2026-02-22 04:23:25,34.88863492,137.17467355,3.79,65.857,,14.970,181,30,48,,
T,2026-02-22 04:23:26,34.88849696,137.17467264,3.79,66.177,,15.420,180,30,48,,
T,2026-02-22 04:23:27,34.88835867,137.17467336,3.79,66.521,,15.480,180,30,48,,
T,2026-02-22 04:23:28,34.88821892,137.17467645,3.79,66.788,,15.580,179,29,48,,
T,2026-02-22 04:23:29,34.88807714,137.17467750,3.79,67.038,,15.750,180,29,48,,
T,2026-02-22 04:23:30,34.88793760,137.17467925,3.79,67.501,,15.710,179,29,48,,
T,2026-02-22 04:23:31,34.88779615,137.17467830,3.79,67.930,,15.690,180,30,48,,
T,2026-02-22 04:23:32,34.88765474,137.17467948,3.79,68.143,,15.790,180,30,48,,
T,2026-02-22 04:23:33,34.88751184,137.17468141,3.79,68.099,,15.940,179,30,48,,
T,2026-02-22 04:23:34,34.88736715,137.17468348,3.79,68.252,,16.130,180,30,48,,
T,2026-02-22 04:23:35,34.88722285,137.17468547,3.79,68.249,,16.080,179,30,48,,
T,2026-02-22 04:23:36,34.88707743,137.17468649,3.79,68.196,,16.110,179,30,48,,
T,2026-02-22 04:23:37,34.88693191,137.17468897,3.79,68.180,,16.050,179,29,48,,
T,2026-02-22 04:23:38,34.88678716,137.17469391,3.79,68.248,,16.050,178,29,48,,
T,2026-02-22 04:23:39,34.88664159,137.17470379,3.79,68.199,,16.110,176,29,48,,
T,2026-02-22 04:23:40,34.88649590,137.17471282,3.79,68.302,,16.030,177,30,48,,
T,2026-02-22 04:23:41,34.88635224,137.17472064,3.79,68.251,,15.970,178,30,48,,
T,2026-02-22 04:23:42,34.88620831,137.17472299,3.79,68.269,,15.990,180,30,48,,
T,2026-02-22 04:23:43,34.88606524,137.17472374,3.79,68.269,,15.970,180,30,48,,
T,2026-02-22 04:23:44,34.88592156,137.17472696,3.79,68.417,,15.990,180,30,48,,
T,2026-02-22 04:23:45,34.88577776,137.17472758,3.79,68.457,,15.970,180,30,48,,
T,2026-02-22 04:23:46,34.88563409,137.17472819,3.79,68.692,,16.050,180,29,49,,
T,2026-02-22 04:23:47,34.88548836,137.17472982,3.79,68.790,,16.220,179,29,49,,
T,2026-02-22 04:23:48,34.88534162,137.17473381,3.79,68.850,,16.390,180,29,49,,
T,2026-02-22 04:23:49,34.88519398,137.17473647,3.79,69.053,,16.500,180,29,49,,
T,2026-02-22 04:23:50,34.88504566,137.17473805,3.79,69.125,,16.510,180,29,49,,
T,2026-02-22 04:23:51,34.88489678,137.17473930,3.79,69.330,,16.490,179,29,49,,
T,2026-02-22 04:23:52,34.88474915,137.17474106,3.79,69.782,,16.530,179,29,49,,
T,2026-02-22 04:23:53,34.88460183,137.17474270,3.79,69.962,,16.320,179,30,49,,
T,2026-02-22 04:23:54,34.88445394,137.17474495,3.79,69.974,,16.460,179,30,49,,
T,2026-02-22 04:23:55,34.88430504,137.17474645,3.79,70.058,,16.590,180,30,49,,
T,2026-02-22 04:23:56,34.88415486,137.17474774,3.79,70.308,,16.840,180,30,49,,
T,2026-02-22 04:23:57,34.88400392,137.17475082,3.79,70.689,,16.840,179,30,49,,
T,2026-02-22 04:23:58,34.88385151,137.17475299,3.79,71.012,,16.970,180,30,49,,
T,2026-02-22 04:23:59,34.88370129,137.17475316,3.79,71.362,,16.710,180,29,49,,
T,2026-02-22 04:24:00,34.88355171,137.17475655,3.79,71.897,,16.630,179,29,49,,
T,2026-02-22 04:24:01,34.88340222,137.17475808,3.79,72.307,,16.530,180,30,49,,
T,2026-02-22 04:24:02,34.88325497,137.17475771,3.79,72.745,,16.300,180,30,49,,
T,2026-02-22 04:24:03,34.88310941,137.17475922,3.79,73.184,,16.100,180,30,49,,
T,2026-02-22 04:24:04,34.88296408,137.17475954,3.79,73.282,,16.190,180,29,49,,
T,2026-02-22 04:24:05,34.88281823,137.17475876,3.79,73.665,,16.150,180,30,49,,
T,2026-02-22 04:24:06,34.88267275,137.17475890,3.79,74.122,,16.210,180,30,49,,
T,2026-02-22 04:24:07,34.88252466,137.17475910,3.79,74.115,,16.550,180,30,49,,
T,2026-02-22 04:24:08,34.88238146,137.17475757,3.79,74.846,,16.060,180,30,49,,
T,2026-02-22 04:24:09,34.88223522,137.17476012,3.79,75.358,,16.190,179,29,49,,
T,2026-02-22 04:24:10,34.88208886,137.17476426,3.79,75.874,,16.340,178,30,49,,
T,2026-02-22 04:24:11,34.88193787,137.17476712,3.79,76.395,,16.460,178,29,49,,
T,2026-02-22 04:24:12,34.88178920,137.17477586,3.79,76.764,,16.580,177,29,49,,
T,2026-02-22 04:24:13,34.88164211,137.17478821,3.79,77.049,,16.320,175,29,49,,
T,2026-02-22 04:24:14,34.88149889,137.17480501,3.79,77.294,,15.670,173,30,49,,
T,2026-02-22 04:24:15,34.88136081,137.17482823,3.79,77.457,,15.210,171,31,49,,
T,2026-02-22 04:24:16,34.88122407,137.17485659,3.79,77.439,,15.330,170,31,49,,
T,2026-02-22 04:24:17,34.88108784,137.17488737,3.79,77.687,,15.380,169,31,49,,
T,2026-02-22 04:24:18,34.88095115,137.17492275,3.79,77.781,,15.490,167,31,49,,
T,2026-02-22 04:24:19,34.88081487,137.17496410,3.79,77.974,,15.630,165,31,49,,
T,2026-02-22 04:24:20,34.88067860,137.17500799,3.79,78.358,,15.780,164,31,49,,
T,2026-02-22 04:24:21,34.88054263,137.17505914,3.79,78.948,,15.930,162,30,49,,
T,2026-02-22 04:24:22,34.88040563,137.17511561,3.79,79.205,,16.090,161,30,49,,
T,2026-02-22 04:24:23,34.88026819,137.17517673,3.79,79.259,,16.340,159,30,49,,
T,2026-02-22 04:24:24,34.88012923,137.17524085,3.79,79.317,,16.630,159,30,49,,
T,2026-02-22 04:24:25,34.87998836,137.17530507,3.79,79.419,,16.860,160,30,49,,
T,2026-02-22 04:24:26,34.87984824,137.17536575,3.79,79.502,,16.530,161,31,49,,
T,2026-02-22 04:24:27,34.87971241,137.17542490,3.79,79.422,,16.290,161,31,49,,
T,2026-02-22 04:24:28,34.87957316,137.17548690,3.79,79.558,,16.560,160,31,49,,
T,2026-02-22 04:24:29,34.87943243,137.17555240,3.79,79.489,,16.820,159,31,49,,
T,2026-02-22 04:24:30,34.87929277,137.17562120,3.79,79.370,,16.850,158,31,49,,
T,2026-02-22 04:24:31,34.87915103,137.17569081,3.79,79.397,,17.030,158,31,49,,
T,2026-02-22 04:24:32,34.87900668,137.17575916,3.79,79.314,,17.140,158,31,49,,
T,2026-02-22 04:24:33,34.87886540,137.17582912,3.79,79.337,,16.990,159,31,49,,
T,2026-02-22 04:24:34,34.87872438,137.17589692,3.79,79.382,,16.830,159,31,49,,
T,2026-02-22 04:24:35,34.87858349,137.17596267,3.79,79.331,,16.690,159,31,49,,
T,2026-02-22 04:24:36,34.87844180,137.17602657,3.79,79.242,,16.620,160,29,49,,
T,2026-02-22 04:24:37,34.87829918,137.17608723,3.79,79.089,,16.610,161,30,49,,
T,2026-02-22 04:24:38,34.87815530,137.17614393,3.79,78.856,,16.630,162,30,49,,
T,2026-02-22 04:24:39,34.87801109,137.17619921,3.79,78.721,,16.690,162,31,49,,
T,2026-02-22 04:24:40,34.87786750,137.17625455,3.79,78.485,,16.830,163,31,49,,
T,2026-02-22 04:24:41,34.87772204,137.17630725,3.79,78.365,,16.810,164,31,49,,
T,2026-02-22 04:24:42,34.87757550,137.17635658,3.79,78.318,,16.720,165,30,49,,
T,2026-02-22 04:24:43,34.87742974,137.17639765,3.79,78.470,,16.290,167,30,49,,
T,2026-02-22 04:24:44,34.87728947,137.17643074,3.79,78.845,,15.880,169,30,49,,
T,2026-02-22 04:24:45,34.87715015,137.17645803,3.79,78.850,,15.450,172,30,49,,
T,2026-02-22 04:24:46,34.87701264,137.17647881,3.79,78.855,,15.130,174,31,49,,
T,2026-02-22 04:24:47,34.87687733,137.17649643,3.79,78.723,,14.860,175,31,49,,
T,2026-02-22 04:24:48,34.87674435,137.17650865,3.79,78.440,,14.710,176,31,49,,
T,2026-02-22 04:24:49,34.87661170,137.17651951,3.79,78.041,,14.660,177,31,49,,
T,2026-02-22 04:24:50,34.87647582,137.17652652,3.79,77.862,,15.020,178,31,49,,
T,2026-02-22 04:24:51,34.87633846,137.17652947,3.79,77.796,,15.210,179,31,49,,
T,2026-02-22 04:24:52,34.87620506,137.17653086,3.79,77.784,,14.740,180,31,49,,
T,2026-02-22 04:24:53,34.87607545,137.17653338,3.79,78.019,,14.220,179,30,49,,
T,2026-02-22 04:24:54,34.87594501,137.17653650,3.79,78.252,,14.400,179,30,49,,
T,2026-02-22 04:24:55,34.87581419,137.17653862,3.79,78.405,,14.590,179,30,49,,
T,2026-02-22 04:24:56,34.87568215,137.17654092,3.79,78.505,,14.700,179,30,49,,
T,2026-02-22 04:24:57,34.87554863,137.17654356,3.79,78.740,,14.880,179,30,49,,
T,2026-02-22 04:24:58,34.87541437,137.17654547,3.79,79.046,,14.940,179,30,49,,
T,2026-02-22 04:24:59,34.87527930,137.17654805,3.79,79.228,,14.980,179,30,49,,
T,2026-02-22 04:25:00,34.87514388,137.17654951,3.79,79.466,,15.070,179,30,49,,
T,2026-02-22 04:25:01,34.87500746,137.17655199,3.79,79.693,,15.190,179,30,49,,
T,2026-02-22 04:25:02,34.87487190,137.17655573,3.79,79.949,,15.250,179,29,49,,
T,2026-02-22 04:25:03,34.87473643,137.17656114,3.79,80.260,,15.370,179,31,49,,
T,2026-02-22 04:25:04,34.87459797,137.17656374,3.79,80.442,,15.410,179,31,49,,
T,2026-02-22 04:25:05,34.87445684,137.17656272,3.79,80.826,,15.540,180,31,49,,
T,2026-02-22 04:25:06,34.87431647,137.17656639,3.79,81.252,,15.440,179,31,49,,
T,2026-02-22 04:25:07,34.87417481,137.17656811,3.79,81.360,,15.530,180,31,49,,
T,2026-02-22 04:25:08,34.87403515,137.17656926,3.79,81.529,,15.600,180,31,49,,
T,2026-02-22 04:25:09,34.87389414,137.17656791,3.79,81.792,,15.640,181,31,49,,
T,2026-02-22 04:25:10,34.87375186,137.17656662,3.79,82.132,,15.680,181,31,49,,
T,2026-02-22 04:25:11,34.87361002,137.17656492,3.79,82.176,,15.810,181,31,49,,
T,2026-02-22 04:25:12,34.87346476,137.17656276,3.79,82.060,,16.170,180,31,49,,
T,2026-02-22 04:25:13,34.87331516,137.17656267,3.79,82.054,,16.330,180,30,49,,
T,2026-02-22 04:25:14,34.87317066,137.17655939,3.79,82.046,,16.730,180,31,49,,
T,2026-02-22 04:25:15,34.87301982,137.17656133,3.79,81.670,,16.770,180,31,49,,
T,2026-02-22 04:25:16,34.87286572,137.17656215,3.79,80.950,,17.240,180,31,49,,
T,2026-02-22 04:25:17,34.87271425,137.17656390,3.79,80.460,,17.090,180,31,49,,
T,2026-02-22 04:25:18,34.87255852,137.17656592,3.79,80.130,,17.230,179,31,49,,
T,2026-02-22 04:25:19,34.87240468,137.17656646,3.79,79.908,,17.080,179,31,49,,
T,2026-02-22 04:25:20,34.87225267,137.17657032,3.79,80.313,,16.700,180,31,49,,
T,2026-02-22 04:25:21,34.87210456,137.17657300,3.79,80.239,,16.300,179,31,49,,
T,2026-02-22 04:25:22,34.87195997,137.17657746,3.79,80.176,,15.820,178,31,49,,
T,2026-02-22 04:25:23,34.87181877,137.17658011,3.79,80.328,,15.430,179,31,49,,
T,2026-02-22 04:25:24,34.87169192,137.17658361,3.79,80.531,,13.780,179,31,49,,
T,2026-02-22 04:25:25,34.87157647,137.17658378,3.79,80.403,,12.390,180,31,49,,
T,2026-02-22 04:25:26,34.87145786,137.17658577,3.79,80.373,,12.910,179,31,49,,
T,2026-02-22 04:25:27,34.87134029,137.17658812,3.79,80.508,,13.300,179,31,49,,
T,2026-02-22 04:25:28,34.87121556,137.17659043,3.79,80.264,,13.940,179,31,49,,
T,2026-02-22 04:25:29,34.87108741,137.17659275,3.79,80.249,,14.470,179,31,49,,
T,2026-02-22 04:25:30,34.87095567,137.17659314,3.79,80.151,,14.990,179,30,49,,
T,2026-02-22 04:25:31,34.87081802,137.17659475,3.79,79.916,,15.440,180,30,49,,
T,2026-02-22 04:25:32,34.87067551,137.17659318,3.79,80.013,,15.750,181,30,49,,
T,2026-02-22 04:25:33,34.87053285,137.17659311,3.79,79.970,,15.990,180,30,49,,
T,2026-02-22 04:25:34,34.87038813,137.17659377,3.79,79.688,,16.250,180,31,49,,
T,2026-02-22 04:25:35,34.87024076,137.17659498,3.79,79.241,,16.190,180,31,49,,
T,2026-02-22 04:25:36,34.87009285,137.17659651,3.79,78.664,,16.340,180,31,49,,
T,2026-02-22 04:25:37,34.86994379,137.17659945,3.79,78.074,,16.660,179,31,49,,
T,2026-02-22 04:25:38,34.86979282,137.17660162,3.79,77.540,,16.860,179,31,49,,
T,2026-02-22 04:25:39,34.86964530,137.17660487,3.79,77.509,,16.420,179,31,49,,
T,2026-02-22 04:25:40,34.86949907,137.17660979,3.79,77.463,,15.990,178,31,49,,
T,2026-02-22 04:25:41,34.86935751,137.17661557,3.79,77.544,,15.500,178,31,49,,
T,2026-02-22 04:25:42,34.86922034,137.17662144,3.79,77.614,,14.950,178,31,49,,
T,2026-02-22 04:25:43,34.86908745,137.17662685,3.79,77.815,,14.480,178,31,49,,
T,2026-02-22 04:25:44,34.86895954,137.17663447,3.79,77.937,,13.960,177,31,49,,
T,2026-02-22 04:25:45,34.86883578,137.17664077,3.79,78.280,,13.430,176,31,49,,
T,2026-02-22 04:25:46,34.86871620,137.17664909,3.79,78.325,,12.960,176,30,49,,
T,2026-02-22 04:25:47,34.86860303,137.17665832,3.79,78.718,,12.450,176,30,49,,
T,2026-02-22 04:25:48,34.86849387,137.17666547,3.79,78.929,,11.940,177,30,49,,
T,2026-02-22 04:25:49,34.86838812,137.17667295,3.79,79.067,,11.500,177,31,49,,
T,2026-02-22 04:25:50,34.86828699,137.17668072,3.79,79.286,,11.040,176,31,49,,
T,2026-02-22 04:25:51,34.86819035,137.17668721,3.79,79.428,,10.500,176,31,49,,
T,2026-02-22 04:25:52,34.86810472,137.17669307,3.79,79.563,,9.170,176,31,49,,
T,2026-02-22 04:25:53,34.86803142,137.17669943,3.79,79.584,,7.520,176,31,49,,
T,2026-02-22 04:25:54,34.86797198,137.17670276,3.79,79.782,,5.810,178,31,49,,
T,2026-02-22 04:25:55,34.86792190,137.17670404,3.79,79.692,,4.750,178,31,49,,
T,2026-02-22 04:25:56,34.86788645,137.17670531,3.79,79.801,,3.080,179,31,49,,
T,2026-02-22 04:25:57,34.86786818,137.17670572,3.79,79.918,,1.170,177,31,49,,
T,2026-02-22 04:25:58,34.86785891,137.17670538,3.79,80.088,,0.960,178,31,49,,
T,2026-02-22 04:25:59,34.86785640,137.17670489,3.79,80.131,,0.000,,31,49,,
T,2026-02-22 04:26:00,34.86785518,137.17670192,3.79,80.714,,0.150,178,31,49,,
T,2026-02-22 04:26:01,34.86785474,137.17670079,3.79,80.875,,0.000,,31,49,,
T,2026-02-22 04:26:02,34.86785245,137.17670093,3.79,80.783,,0.000,,31,49,,
T,2026-02-22 04:26:03,34.86785381,137.17670014,3.79,81.000,,0.000,,31,49,,
T,2026-02-22 04:26:04,34.86785567,137.17669703,3.79,81.347,,0.000,,31,49,,
T,2026-02-22 04:26:05,34.86785489,137.17669753,3.79,81.329,,0.000,,35,49,,
